	wrapperType	artistType	artistName	artistLinkUrl	artistId	amgArtistId	primaryGenreName	primaryGenreId	collectionType	collectionId	collectionName	collectionCensoredName	artistViewUrl	collectionViewUrl	artworkUrl60	artworkUrl100	collectionPrice	collectionExplicitness	trackCount	copyright	country	currency	releaseDate
31	collection		Ella Fitzgerald & Louis Armstrong		73568	6503.0	Jazz		Album	1445098984.0	20th Century Masters / The Millennium Collection: The Best of Ella Fitzgerald and Louis Armstrong	20th Century Masters / The Millennium Collection: The Best of Ella Fitzgerald and Louis Armstrong	https://music.apple.com/us/artist/ella-fitzgerald/73568?uo=4	https://music.apple.com/us/album/20th-century-masters-the-millennium-collection-the/1445098984?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/9f/8d/80/9f8d80f4-4087-e142-5fca-b6a155013bd3/07UMGIM06647.rgb.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/9f/8d/80/9f8d80f4-4087-e142-5fca-b6a155013bd3/07UMGIM06647.rgb.jpg/100x100bb.jpg	7.99	notExplicit	10.0	A Verve Label Group Release; This Compilation ℗ 2007 UMG Recordings, Inc.	USA	USD	2007-06-12T07:00:00Z
32	collection		Louis Armstrong		518462	52456.0	Jazz		Album	193043791.0	The Hot Fives and Hot Sevens, Volume III	The Hot Fives and Hot Sevens, Volume III	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/the-hot-fives-and-hot-sevens-volume-iii/193043791?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music/8a/e3/a3/mzi.rokwiykt.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music/8a/e3/a3/mzi.rokwiykt.jpg/100x100bb.jpg	9.99	notExplicit	16.0	℗ 1989 CBS RECORDS INC.	USA	USD	1989-03-24T08:00:00Z
33	collection		Louis Armstrong		518462	52456.0	Jazz		Album	1445962080.0	The Definitive Collection	The Definitive Collection	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/the-definitive-collection/1445962080?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/4b/97/19/4b97196f-dc07-da4f-c4ec-23ebcc8a2a2e/06UMGIM12568.rgb.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/4b/97/19/4b97196f-dc07-da4f-c4ec-23ebcc8a2a2e/06UMGIM12568.rgb.jpg/100x100bb.jpg	12.99	notExplicit	23.0	A Universal Music Enterprises Release; This Compilation ℗ 2006 UMG Recordings, Inc.	USA	USD	2006-01-24T08:00:00Z
34	collection		Louis Armstrong		518462	52456.0	Jazz		Album	1744612374.0	Louis In London (Live At The BBC)	Louis In London (Live At The BBC)	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/louis-in-london-live-at-the-bbc/1744612374?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/ab/db/de/abdbde5b-05cb-d9f5-d0ae-e27f1f987b53/24UMGIM48565.rgb.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/ab/db/de/abdbde5b-05cb-d9f5-d0ae-e27f1f987b53/24UMGIM48565.rgb.jpg/100x100bb.jpg		notExplicit	13.0	A Verve Records release; ℗ 2024 BBC, under license to Verve Label Group, a division of UMG Recordings, Inc.	USA	USD	2024-07-12T07:00:00Z
35	collection		Louis Armstrong		518462	52456.0	Jazz		Album	198154274.0	The Hot Fives and Hot Sevens - Volume II	The Hot Fives and Hot Sevens - Volume II	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/the-hot-fives-and-hot-sevens-volume-ii/198154274?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Features/a0/39/18/dj.yzxzouhk.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Features/a0/39/18/dj.yzxzouhk.jpg/100x100bb.jpg	9.99	notExplicit	16.0	℗ Originally Released 1926, 1927 SONY BMG MUSIC ENTERTAINMENT	USA	USD	1988-08-30T07:00:00Z
36	collection		Louis Armstrong		518462	52456.0	Jazz		Album	1422000964.0	Hello, Dolly! (Remastered)	Hello, Dolly! (Remastered)	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/hello-dolly-remastered/1422000964?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/d5/e4/d3/d5e4d368-71bd-d5c6-e048-d2588168e151/00602567832645.rgb.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/d5/e4/d3/d5e4d368-71bd-d5c6-e048-d2588168e151/00602567832645.rgb.jpg/100x100bb.jpg	9.99	notExplicit	12.0	A Verve Label Group release; ℗ 1964 UMG Recordings, Inc.	USA	USD	1964-10-25T07:00:00Z
37	collection		Louis Armstrong		518462	52456.0	Jazz		Album	293785408.0	The Complete Hot Five and Hot Seven Recordings, Vol. 1	The Complete Hot Five and Hot Seven Recordings, Vol. 1	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/the-complete-hot-five-and-hot-seven-recordings-vol-1/293785408?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/50/7c/fc/507cfcf4-6e01-bb97-b11d-4ca44b297365/dj.lclmweis.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/50/7c/fc/507cfcf4-6e01-bb97-b11d-4ca44b297365/dj.lclmweis.jpg/100x100bb.jpg	9.99	notExplicit	20.0	℗ Originally Released 1925, 1926, (P) 2003 Sony Music Entertainment Inc.	USA	USD	2003-04-29T07:00:00Z
38	collection		Ella Fitzgerald & Louis Armstrong		73568	6503.0	Jazz		Album	1425173241.0	Our Love Is Here To Stay: Ella & Louis Sing Gershwin	Our Love Is Here To Stay: Ella & Louis Sing Gershwin	https://music.apple.com/us/artist/ella-fitzgerald/73568?uo=4	https://music.apple.com/us/album/our-love-is-here-to-stay-ella-louis-sing-gershwin/1425173241?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/b1/ae/c1/b1aec172-8337-4261-f8fc-0ba7a1a6cf71/06UMGIM08156.rgb.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/b1/ae/c1/b1aec172-8337-4261-f8fc-0ba7a1a6cf71/06UMGIM08156.rgb.jpg/100x100bb.jpg	9.99	notExplicit	16.0	A Verve Label Group release; This Compilation ℗ 1998 UMG Recordings, Inc.	USA	USD	1998-01-23T08:00:00Z
39	collection		Louis Armstrong		518462	52456.0	Jazz		Album	185583127.0	Stardust	Stardust	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/stardust/185583127?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music/ea/a4/4f/mzi.hgjrbnnn.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music/ea/a4/4f/mzi.hgjrbnnn.jpg/100x100bb.jpg	9.99	notExplicit	16.0	℗ Originally released 1930, 1931, 1932 Sony Music Entertainment Inc.	USA	USD	1988-09-16T07:00:00Z
40	collection		Louis Armstrong		518462	52456.0	Jazz		Album	1430170339.0	Hello Louis: The Hit Years (1963-1969)	Hello Louis: The Hit Years (1963-1969)	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/hello-louis-the-hit-years-1963-1969/1430170339?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/08/61/8f/08618f58-0645-6916-248d-4e179a23cc15/10UMGIM18453.rgb.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/08/61/8f/08618f58-0645-6916-248d-4e179a23cc15/10UMGIM18453.rgb.jpg/100x100bb.jpg	19.99	notExplicit	39.0	This Compilation ℗ 2010 The Verve Music Group, a Division of UMG Recordings, Inc.	USA	USD	2010-01-01T08:00:00Z
41	collection		Louis Armstrong		518462	52456.0	Jazz		Album	1507255091.0	Satchmo: The Decca and Verve Years 1924-1967	Satchmo: The Decca and Verve Years 1924-1967	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/satchmo-the-decca-and-verve-years-1924-1967/1507255091?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/8f/1a/15/8f1a1572-dbd0-63d9-5930-b037e5f50558/20UMGIM04985.rgb.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/8f/1a/15/8f1a1572-dbd0-63d9-5930-b037e5f50558/20UMGIM04985.rgb.jpg/100x100bb.jpg	29.99	notExplicit	64.0	A Verve Label Group Release; This Compilation ℗ 2020 UMG Recordings, Inc.	USA	USD	2020-04-17T07:00:00Z
42	collection		King Oliver & Louis Armstrong		2815301	7257.0	Jazz		Album	1444100500.0	Louis Armstrong and King Oliver	Louis Armstrong and King Oliver	https://music.apple.com/us/artist/king-oliver/2815301?uo=4	https://music.apple.com/us/album/louis-armstrong-and-king-oliver/1444100500?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/6b/e2/8b/6be28bcc-dd45-0b14-ab26-a9640e8b5e45/00025218471725.rgb.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/6b/e2/8b/6be28bcc-dd45-0b14-ab26-a9640e8b5e45/00025218471725.rgb.jpg/100x100bb.jpg	11.99	notExplicit	25.0	This Compilation ℗ 1992 Fantasy, Inc.	USA	USD	1974-01-01T00:00:00Z
43	collection		Louis Armstrong & The Louis Armstrong Orchestra		518462	52456.0	Jazz		Album	203794047.0	Love Songs	Love Songs	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/love-songs/203794047?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music/5d/bd/2a/mzi.jiesygla.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music/5d/bd/2a/mzi.jiesygla.jpg/100x100bb.jpg	9.99	notExplicit	15.0	℗ Originally Released 1930, 1953, 1955, 1962, 1967, 1982/ (P) 2000 SONY BMG MUSIC ENTERTAINMENT	USA	USD	2000-01-01T08:00:00Z
44	collection		Louis Armstrong		518462	52456.0	Jazz		Album	1444127009.0	The Best of the Decca Years, Vol. 1 - The Singer	The Best of the Decca Years, Vol. 1 - The Singer	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/the-best-of-the-decca-years-vol-1-the-singer/1444127009?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/63/08/9b/63089bf1-2cb6-7de2-c9f6-603bfcafdb81/06UMGIM00892.rgb.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/63/08/9b/63089bf1-2cb6-7de2-c9f6-603bfcafdb81/06UMGIM00892.rgb.jpg/100x100bb.jpg	7.99	notExplicit	13.0	This Compilation ℗ 1989 UMG Recordings, Inc.	USA	USD	1989-01-01T08:00:00Z
45	collection		Louis Armstrong		518462	52456.0	Jazz		Album	1443898502.0	Satchmo Serenades	Satchmo Serenades	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/satchmo-serenades/1443898502?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/6d/0b/2a6d0bdc-7177-987a-b0be-1d5f3ad98dfb/06UMGIM72672.rgb.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/6d/0b/2a6d0bdc-7177-987a-b0be-1d5f3ad98dfb/06UMGIM72672.rgb.jpg/100x100bb.jpg	9.99	notExplicit	18.0	This Compilation ℗ 2000 The Verve Music Group, a Division of UMG Recordings, Inc.	USA	USD	1952-04-01T08:00:00Z
46	collection		Louis Armstrong		518462	52456.0	Jazz		Album	1509083555.0	Gold	Gold	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/gold/1509083555?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/70/e4/9a/70e49a08-6295-fe83-c883-67e1b57a4c41/06UMGIM17463.rgb.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/70/e4/9a/70e49a08-6295-fe83-c883-67e1b57a4c41/06UMGIM17463.rgb.jpg/100x100bb.jpg	19.99	notExplicit	40.0	This Compilation ℗ 2006 UMG Recordings, Inc.	USA	USD	2006-09-19T07:00:00Z
47	collection		Louis Armstrong		518462	52456.0	Jazz		Album	1443885095.0	Louis And The Good Book (Expanded Edition) [feat. Sy Oliver Choir & The All Stars]	Louis And The Good Book (Expanded Edition) [feat. Sy Oliver Choir & The All Stars]	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/louis-and-the-good-book-expanded-edition-feat-sy/1443885095?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/db/02/17/db021720-b9c4-5567-a19b-74a3a2b22e23/06UMGIM07578.rgb.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/db/02/17/db021720-b9c4-5567-a19b-74a3a2b22e23/06UMGIM07578.rgb.jpg/100x100bb.jpg	9.99	notExplicit	20.0	℗ 2001 The Verve Music Group, a Division of UMG Recordings, Inc.	USA	USD	1958-01-01T08:00:00Z
48	collection		Louis Armstrong		518462	52456.0	Jazz		Album	1445668547.0	Louis Armstrong: Highlights from His Decca Years (The Original Decca Recordings)	Louis Armstrong: Highlights from His Decca Years (The Original Decca Recordings)	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/louis-armstrong-highlights-from-his-decca-years-the/1445668547?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/4e/94/ba/4e94ba92-463f-b37e-37d9-9f543b9700c4/06UMGIM03781.rgb.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/4e/94/ba/4e94ba92-463f-b37e-37d9-9f543b9700c4/06UMGIM03781.rgb.jpg/100x100bb.jpg	16.99	notExplicit	36.0	This Compilation ℗ 1994 UMG Recordings, Inc.	USA	USD	1994-01-01T08:00:00Z
49	collection		Louis Armstrong		518462	52456.0	Jazz		Album	198229298.0	You're Driving Me Crazy (1930-1931), Vol. 7	You're Driving Me Crazy (1930-1931), Vol. 7	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/youre-driving-me-crazy-1930-1931-vol-7/198229298?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music/c6/be/90/mzi.nzksavcx.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music/c6/be/90/mzi.nzksavcx.jpg/100x100bb.jpg	9.99	notExplicit	18.0	℗ 1993 Sony Music Entertainment Inc.	USA	USD	1993-04-02T08:00:00Z
50	collection		King Oliver's Creole Jazz Band		936963		Jazz		Album	405529503.0	Editio Princeps	Editio Princeps	https://music.apple.com/us/artist/king-olivers-creole-jazz-band/936963?uo=4	https://music.apple.com/us/album/editio-princeps/405529503?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music/cf/40/87/mzi.kzsoibsx.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music/cf/40/87/mzi.kzsoibsx.jpg/100x100bb.jpg	5.99	notExplicit	39.0	℗ 2010 Vintage Records	USA	USD	2010-11-19T08:00:00Z
51	collection		Louis Armstrong		518462	52456.0	Jazz		Album	169733658.0	Satchmo the Great	Satchmo the Great	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/satchmo-the-great/169733658?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music/7d/7a/c2/mzi.xbnzhjmr.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music/7d/7a/c2/mzi.xbnzhjmr.jpg/100x100bb.jpg	9.99	notExplicit	26.0	℗ Originally Released 1957, Originally Recorded 1957, (P) 1980, 2000 Sony Music Entertainment Inc.	USA	USD	1956-01-01T00:00:00Z
52	collection		Louis Armstrong and His All-Stars		518462	52456.0	Jazz		Album	1027535242.0	Happy Birthday Louis! (Live from The Newport Jazz Festival 1960)	Happy Birthday Louis! (Live from The Newport Jazz Festival 1960)	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/happy-birthday-louis-live-from-the-newport-jazz/1027535242?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/89/ba/2a/89ba2ae7-fd64-8079-f2a1-483edd712229/723918302423.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/89/ba/2a/89ba2ae7-fd64-8079-f2a1-483edd712229/723918302423.jpg/100x100bb.jpg	9.99	notExplicit	20.0	℗ 2015 Omega Classics Digital	USA	USD	1960-07-01T07:00:00Z
53	collection		Louis Armstrong		518462	52456.0	Jazz		Album	1360037655.0	Pops Is Tops: The Verve Studio Albums	Pops Is Tops: The Verve Studio Albums	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/pops-is-tops-the-verve-studio-albums/1360037655?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/bb/b1/52/bbb15291-9b70-8725-55b6-ccbcf93fc8a8/00602567557555.rgb.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/bb/b1/52/bbb15291-9b70-8725-55b6-ccbcf93fc8a8/00602567557555.rgb.jpg/100x100bb.jpg	34.99	notExplicit	72.0	A Verve Records release; This Compilation ℗ 2018 UMG Recordings, Inc.	USA	USD	2018-04-13T07:00:00Z
54	collection		Louis Armstrong & Duke Ellington		518462	52456.0	Jazz		Album	912342163.0	The Great Reunion	The Great Reunion	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/the-great-reunion/912342163?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/40/40/aa/4040aad6-6b09-c4ea-1112-9756846ee65b/825646223749.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/40/40/aa/4040aad6-6b09-c4ea-1112-9756846ee65b/825646223749.jpg/100x100bb.jpg	8.99	notExplicit	7.0	℗ 1963 Parlophone Records Ltd, a Warner Music Group Company	USA	USD	1961-06-01T07:00:00Z
55	collection		Louis Armstrong		518462	52456.0	Jazz		Album	193044433.0	Vol. 6 St. Louis Blues	Vol. 6 St. Louis Blues	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/vol-6-st-louis-blues/193044433?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music/e5/ff/ed/mzi.skoqniyp.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music/e5/ff/ed/mzi.skoqniyp.jpg/100x100bb.jpg	9.99	notExplicit	23.0	℗ 1991 SONY BMG MUSIC ENTERTAINMENT	USA	USD	1991-03-22T08:00:00Z
56	collection		Louis Armstrong and His All-Stars		518462	52456.0	Jazz		Album	158691605.0	Louis Armstrong Plays W.C. Handy	Louis Armstrong Plays W.C. Handy	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/louis-armstrong-plays-w-c-handy/158691605?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music/b5/5f/98/mzi.rrovafso.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music/b5/5f/98/mzi.rrovafso.jpg/100x100bb.jpg	9.99	notExplicit	16.0	℗ Originally Released 1954 Sony Music Entertainment Inc.	USA	USD	1954-06-01T07:00:00Z
57	collection		Louis Armstrong		518462	52456.0	Jazz		Album	1434915606.0	Louis Armstrong Sings : Back Through the Years	Louis Armstrong Sings : Back Through the Years	https://music.apple.com/us/artist/louis-armstrong/518462?uo=4	https://music.apple.com/us/album/louis-armstrong-sings-back-through-the-years/1434915606?uo=4	https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/e7/49/d6/e749d685-7e9c-8f57-f5d9-cc2f212a1536/06UMGIM00890.rgb.jpg/60x60bb.jpg	https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/e7/49/d6/e749d685-7e9c-8f57-f5d9-cc2f212a1536/06UMGIM00890.rgb.jpg/100x100bb.jpg	17.99	notExplicit	34.0	A Geffen Records Release; This Compilation ℗ 2000 UMG Recordings, Inc.	USA	USD	2000-03-21T08:00:00Z
